month,year,SNA_NAME,total_days_in_month,non_instructional_days_in_month,summer_weekdays_in_month,instructional_days_in_month,Avg_monthly_Per_Person,Avg_monthly_Per_hh,total_population_true_total,total_households,children_under_age18,children_5to14,children_15to17,hamilton_meal_cost,hh_snap_percent,meal_percent_income_covered,hh_size,free_reduced_estimate_f,month_meals,month_meal_dollars,snap_dollars,meal_percent_snap_covered,cps_meals,meal_percent_cps_covered,pre_charity_coverage,monthly_nbhd_meals,meal_percent_fsb_covered,monthly_nbhd_meals_lasoupe,meal_percent_lasoupe_covered,whole_again_meals,meal_percent_whole_again_covered,charitable_percent_covered
04,2020,Camp Washington,30,8,0,22,186.6955,363.731,1128,412,112,33,24,3.33,0.19174757281553398,0.8930051929138453,1.9,1,101520,338061.60000000003,28734.749,0.08499855943413862,1630.2,0.01605791962174941,0.9940616719697333,8059.766666666667,0.07939092461255583,292.5,0.002881205673758865,0,0,0.08227213028631469
04,2020,Carthage,30,8,0,22,186.6955,363.731,3021,1040,911,537,286,3.33,0.22596153846153846,0.8068409280797094,2.9,1,271890,905393.7000000001,85476.78499999999,0.09440841591895324,23537.8,0.08657103975872596,0.9878203837573886,43014.91666666667,0.15820705677541164,0,0,0,0,0.15820705677541164
04,2020,Clifton,30,8,0,22,186.6955,363.731,8476,4118,1379,751,212,3.33,0.05099562894609033,0.8758416934870757,2.0755682881197384,0.4,762840,2540257.2,76383.51,0.030069203228712427,11016.720000000003,0.014441717791411048,0.9203526145071992,2586.4975,0.00339061598762519,100,1.3108908814430287e-4,0,0,0.003521705075769493
04,2020,College Hill,30,8,0,22,186.6955,363.731,16199,7263,3660,2115,618,3.33,0.144292991876635,0.8424894559041248,2.21074986282997,1,1457910,4854840.3,381190.088,0.07851753393412343,78163.8,0.053613597547173694,0.9746205873854219,51397.950000000004,0.03525454246146882,0,0,0,0,0.03525454246146882
04,2020,Columbia Tusculum,30,8,0,22,186.6955,363.731,1533.9553736466862,712.7721151307104,250.8824927383153,120.04145761816744,40.70609981515712,3.33,0.027389277389277385,0.9623346130991878,2.15,0.13,138055.98362820176,459726.42548191187,7100.870494058621,0.015445861060988776,597.6594185371008,0.0043291091253723265,0.9821095832855489,0,0,0,0,0,0,0
04,2020,Corryville,30,8,0,22,186.6955,363.731,4310,1868,192,75,9,3.33,0.05139186295503212,0.7052290087997718,2.254939759036145,1,387900,1291707,34918.176,0.027032582466457174,2402.4,0.006193348801237433,0.7384549400674664,4097.9575,0.010564468935292603,0,0,0,0,0.010564468935292603
04,2020,CUF,30,8,0,22,186.6955,363.731,16792,5439,516,180,190,3.33,0.05846662989520132,0.7758753361797359,2.2019930481913512,1,1511280,5032562.4,115666.458,0.022983611291138684,10582,0.0070020115398867185,0.8058609590107613,16293.5,0.010781258271134403,0,0,0,0,0.010781258271134403
04,2020,Downtown,30,8,0,22,186.6955,363.731,3914.909696521096,2723.1265729089564,201.82013323464105,37.58771280532939,0,3.33,0.11548966225090679,0.9087095158768976,1.4003966813585689,1,352341.8726868987,1173298.4360473726,114390.8418060696,0.0974950944206756,1075.0085862324206,0.0030510384077674035,1.0092556487053406,1471.3333333333335,0.0041758685168844616,0,0,0,0,0.0041758685168844616
04,2020,East End,30,8,0,22,186.6955,363.731,1462,703,201,94,47,3.33,0.08677098150782361,0.9357052673269892,2.06,1,131580,438161.4,22187.591,0.050637940722300046,4032.6000000000004,0.030647514819881445,1.0169907228691708,1288,0.009788721690226479,0,0,0,0,0.009788721690226479
04,2020,East Price Hill,30,8,0,22,186.6955,363.731,14788,6063,4110,2240,563,3.33,0.3092528451261752,0.8020828826719687,2.421629116117851,1,1330920,4431963.600000001,681995.625,0.15388114311227644,80165.8,0.060233372404051334,1.0161973981882964,52768.059166666666,0.039647806905498954,0,0,0,0,0.039647806905498954
04,2020,East Walnut Hills,30,8,0,22,186.6955,363.731,3730.882390745501,2345.219794344473,238.01092544987148,95.55205655526991,27.909383033419022,3.33,0.04203047165349195,0.9491143565428948,1.573157490396927,1,335779.41516709514,1118145.452506427,35853.2171311054,0.03206489553817625,3530.9971722365035,0.010515823819871033,0.9916950759009421,7225.658333333334,0.021519062833966766,0,0,0,0,0.021519062833966766
04,2020,East Westwood,30,8,0,22,186.6955,363.731,2594.407482530325,1110.7037754202113,825.6099130303817,480.5686400397181,143.2812563343105,3.33,0.33150239251829033,0.7195231992851518,2.3166400319616463,1,233496.67342772926,777543.9225143384,133926.10299289442,0.17224249217950094,17842.107036297217,0.07641268192122497,0.9681783733858778,1778.5015833333334,0.00761681764979751,0,0,0,0,0.00761681764979751
04,2020,English Woods,30,8,0,22,186.6955,363.731,452.0534606205251,217.20286396181385,136.43054892601432,76.47350835322196,21.494033412887827,3.33,0.2520833333333333,0.7217729652690682,2.03,1,40684.81145584725,135480.42214797135,19915.444175656325,0.14699868704206376,2801.87169451074,0.06886775664553443,0.9376394089566664,0,0,102.5,0.002519367703380831,0,0,0.002519367703380831
04,2020,Evanston,30,8,0,22,186.6955,363.731,8305.282306961239,3343.4372591649085,1505.629449810726,782.1793541466063,288.16671147665744,3.33,0.1422590802574327,0.8804569120230866,2.1611643999045573,0.36,747475.4076265115,2489093.1073962837,173002.94298772712,0.0695044080406847,11020.283091657124,0.014743338682740437,0.9647046587465118,37337.93083333333,0.04995205253895102,0,0,0,0,0.04995205253895102
04,2020,Hartwell,30,8,0,22,186.6955,363.731,5213,2384,1046,412,203,3.33,0.1174496644295302,0.913793043508832,2.12,1,469170,1562336.1,101844.68,0.06518743310098256,17589,0.03748960931005819,1.0164700859198728,13079.2625,0.027877448472835006,0,0,0,0,0.027877448472835006
04,2020,Hyde Park,30,8,0,22,186.6955,363.731,13423,6632,2497,1401,325,3.33,0.012665862484921592,0.9534150435051413,2.009787826348657,0.65,1208070,4022873.1,30553.404,0.0075949211522481274,32086.340000000004,0.026560000662213284,0.9875699653196027,0,0,0,0,0,0,0
04,2020,Kennedy Heights,30,8,0,22,186.6955,363.731,5020,2564,821,456,28,3.33,0.09711388455538221,0.9107031379860648,1.95,1,451800,1504494,90569.019,0.060198989826479865,13842.4,0.03063833554670208,1.0015404633592468,16961.125,0.03754122399291722,0,0,0,0,0.03754122399291722
04,2020,Linwood,30,8,0,22,186.6955,363.731,669.9474518088197,311.2997095326116,109.57169263269078,52.42751518352258,17.77818853974122,3.33,0.027389277389277385,0.9623346130991878,2.15,1,60295.27066279377,200783.25130710326,3101.2702030631103,0.015445861060988778,2007.8831264853447,0.03330083942594097,1.0110813135861174,0,0,0,0,0,0,0
04,2020,Lower Price Hill,30,8,0,22,186.6955,363.731,858.0199203187251,279.6902390438247,281.9641434262948,89.4402390438247,42.44621513944223,3.33,0.4823848238482385,0.5952954702742855,2.3,1,77221.79282868527,257148.57011952196,49073.97788645419,0.190839007440892,3771.9525896414348,0.04884570082449941,0.834980178539677,10195.925000000001,0.13203429532670163,0,0,0,0,0.13203429532670163
04,2020,Madisonville,30,8,0,22,186.6955,363.731,10708.111111111111,5353.468574635242,1880.7525252525252,960.5347923681256,350.611672278339,3.33,0.08306340508859596,0.8876322250695385,2.036783539398413,1,963730.0000000001,3209220.9000000004,161742.9294977553,0.05039943791272059,37498.78888888889,0.03891005664334293,0.9769417196256021,64002.93416666667,0.06641168601855983,0,0,0,0,0.06641168601855983
04,2020,Millvale,30,8,0,22,186.6955,363.731,2172.5998598458305,849.0014015416958,897.9677645409951,539.3833216538192,57.25297827610371,3.33,0.5732031943212067,0.5452783320061262,2.55,1,195533.98738612476,651128.1779957955,177009.80585143657,0.271850937854174,17063.798177995795,0.08726768377253813,0.9043969536328383,22009.305083333333,0.11255999725444728,0,0,0,0,0.11255999725444728
04,2020,Mt. Adams,30,8,0,22,186.6955,363.731,1617,975,115,69,28,3.33,0,0.9684951807216208,1.66,0.13,145530,484614.9,0,0,360.646,0.0024781557067271353,0.9709733364283479,0,0,0,0,0,0,0
04,2020,Mt. Airy,30,8,0,22,186.6955,363.731,8806.992290585618,3766.476649369903,2421.7601186063753,1321.154633061527,452.6658265381764,3.33,0.23193854252833662,0.7712810737250642,2.334554189944134,1,792629.3061527057,2639455.58948851,317752.1660388436,0.12038549438159693,50731.265144551515,0.06400377168842376,0.9556703397950849,9801.811916666667,0.012366199231571534,17,2.144760465962992e-5,0,0,0.012387646836231165
04,2020,Mt. Auburn,30,8,0,22,186.6955,363.731,4632,2374,708,325,162,3.33,0.13647851727042964,0.8761378220972793,1.8041154923507865,1,416880,1388210.4000000001,117848.844,0.08489263875274237,13928.2,0.033410573786221455,0.9944410346362431,9826.625,0.023571831222414123,0,0,0,0,0.023571831222414123
04,2020,Mt. Lookout,30,8,0,22,186.6955,363.731,4936.097174544494,2131.928175336678,1133.545814628994,635.53102719831,151.51571164510165,3.33,0.008889329831554948,0.9694939736775937,2.3166453162530023,0.13,444248.74570900446,1479348.323210985,6893.216302878268,0.004659630321489306,2926.2397750198047,0.006586939869350976,0.980740543868434,0,0,0,0,0,0,0
04,2020,Mt. Washington,30,8,0,22,186.6955,363.731,12196.835260215808,5429.929707485463,3033.712290977965,1576.3690990215985,438.2196687334525,3.33,0.15187958176629465,0.9080395473570316,2.222381881759779,0.45,1097715.1734194227,3655391.5274866777,299967.3018126954,0.08206160668620432,25927.757441007507,0.023619749520489546,1.0137209035637256,21866.77,0.01992025848734897,0,0,0,0,0.01992025848734897
04,2020,North Avondale - Paddock Hills,30,8,0,22,186.6955,363.731,4209.835302293259,1701.3429464906185,614.3596247394023,356.2685892981237,47.923905489923555,3.33,0.19325615520584746,0.8720826226830465,2.078163361661945,1,378885.1772063933,1261687.6400972896,119592.93288116746,0.09478806725248222,11559.905350938154,0.030510313008737817,0.9973810029442666,7292.841666666667,0.01924815776758133,724,0.0019108691591954506,0,0,0.02115902692677678
04,2020,North Fairmount,30,8,0,22,186.6955,363.731,1545.946539379475,742.7971360381862,466.5694510739857,261.5264916467781,73.50596658711218,3.33,0.2520833333333334,0.7217729652690683,2.03,1,139135.18854415274,463320.17785202863,68107.45782434368,0.14699868704206379,9581.928305489262,0.06886775664553443,0.9376394089566665,3525.9666666666667,0.02534201953913152,150,0.0010780881642489704,0,0,0.02642010770338049
04,2020,Northside,30,8,0,22,186.6955,363.731,7789,3910,1374,665,222,3.33,0.13580562659846548,0.9007828936843373,1.9876287349014623,1,701010,2334363.3000000003,193141.16100000002,0.08273826143514165,25368.2,0.03618807149684027,1.0197092266163192,38662.73333333334,0.055152898437017074,0,0,0,0,0.055152898437017074
04,2020,Oakley,30,8,0,22,186.6955,363.731,11666.888888888889,6491.531425364758,1354.2474747474748,449.4652076318743,337.3883277216611,3.33,0.035326436264324,0.9518830904014838,1.7735308293169354,1,1050020,3496566.6,83411.76450224467,0.02385533411611398,22504.01111111111,0.021431983306138085,0.9971704078237358,709.5,6.757014152111388e-4,0,0,0,0,6.757014152111388e-4
04,2020,Over-the-Rhine,30,8,0,22,186.6955,363.731,5407,2800,872,458,96,3.33,0.25107142857142856,0.865757332451758,1.735303846153846,0.65,486630,1620477.9000000001,255702.89299999998,0.15779474252626338,10298.86,0.021163635616382057,1.0447157105944034,382293.5434166667,0.7855938668324326,0,0,0,0,0.7855938668324326
04,2020,Pendleton,30,8,0,22,186.6955,363.731,980,476,218,92,44,3.33,0.14915966386554622,0.8802948891215479,2.06,1,88200,293706,25824.900999999998,0.08792772704677466,3889.6,0.04409977324263038,1.012322389410953,0,0,0,0,0,0,0
04,2020,Pleasant Ridge,30,8,0,22,186.6955,363.731,7044.733270499529,3555.784165881244,1513.6239396795477,880.9359095193214,225.29406220546656,3.33,0.11101451034766469,0.9169173169191631,1.9397813979392928,1,634025.9943449576,2111306.561168709,143580.49822148916,0.0680055188868501,31638.177191328934,0.04990044173822216,1.0348232775442354,2435.4583333333335,0.0038412594358209575,360,5.678000637370288e-4,0,0,0.004409059499557986
04,2020,Queensgate,30,8,0,22,186.6955,363.731,273.9800796812749,89.3097609561753,90.03585657370519,28.5597609561753,13.55378486055777,3.33,0.48238482384823855,0.5952954702742855,2.3,1,24658.20717131474,82111.8298804781,15670.140113545818,0.19083900744089202,1204.4474103585658,0.04884570082449941,0.834980178539677,0,0,0,0,0,0,0
04,2020,Riverside,30,8,0,22,186.6955,363.731,1794.736526946108,917.6646706586828,227.80239520958085,131.2814371257485,36.76047904191617,3.33,0.14330831973898858,0.8706301399612384,1.913544018058691,1,161526.2874251497,537882.5371257485,47833.89354491019,0.08892999910448363,4805.99880239521,0.029753663499647268,0.9893138025653693,1014.5,0.0062807114320021324,0,0,0,0,0.0062807114320021324
04,2020,Roselawn,30,8,0,22,186.6955,363.731,8119,3692,1820,1000,359,3.33,0.2630010834236186,0.7318642715870239,2.1134718762291858,1,730710,2433264.3000000003,353182.801,0.14514773467066439,38867.4,0.05319127971425053,0.9302032859719388,88427.09408333333,0.12101530577566111,0,0,0,0,0.12101530577566111
04,2020,Sayler Park,30,8,0,22,186.6955,363.731,2993,1193,668,393,164,3.33,0.1584241408214585,0.8744584626637463,2.5100733088970344,1,269370,897002.1,68745.159,0.07663879382222183,15930.2,0.05913873111333853,1.0102359875993066,4412.783333333334,0.016381866330078827,0,0,0,0,0.016381866330078827
04,2020,Sedamsville,30,8,0,22,186.6955,363.731,568.2634730538922,262.3353293413174,101.19760479041916,60.718562874251496,20.239520958083833,3.33,0.20771513353115725,0.8650686488025491,2.07,1,51143.7125748503,170308.5628742515,19820.07245508982,0.11637742765596645,2315.4011976047905,0.0452724505327245,1.02671852699124,0,0,0,0,0,0,0
04,2020,South Cumminsville,30,8,0,22,186.6955,363.731,711.4001401541697,277.9985984583042,294.03223545900494,176.6166783461808,18.747021723896285,3.33,0.5732031943212067,0.5452783320061263,2.55,1,64026.012613875275,213206.62200420466,57960.420148563426,0.2718509378541741,5587.401822004205,0.08726768377253813,0.9043969536328385,8955.291500000001,0.13986958010343553,0,0,0,0,0.13986958010343553
04,2020,South Fairmount,30,8,0,22,186.6955,363.731,1843,853,423,199,54,3.33,0.2966002344665885,0.7457991256224162,1.94,1,165870,552347.1,92023.943,0.16660527954251955,7235.8,0.043623319467052515,0.9560277246319884,4074.8625,0.024566603364080303,0,0,0,0,0.024566603364080303
04,2020,Spring Grove Village,30,8,0,22,186.6955,363.731,2239,889,645,434,64,3.33,0.2823397075365579,0.8245912437885781,2.51,1,201510,671028.3,91296.481,0.13605459114019483,14242.800000000001,0.07068036325740659,1.0313261981861794,767.55,0.0038089921095727257,0,0,0,0,0.0038089921095727257
04,2020,Villages at Roll Hill,30,8,0,22,186.6955,363.731,2382,844,1266,581,40,3.33,0.6990521327014217,0.4147679593796751,2.82,1,214380,713885.4,214601.28999999998,0.30061028002533735,17760.600000000002,0.08284634760705291,0.7982245870120653,0,0,0,0,0,0,0
04,2020,Walnut Hills,30,8,0,22,186.6955,363.731,6382,3777,808,386,125,3.33,0.36457505957108816,0.8009119235381343,1.6884500628140702,0.69,574380,1912685.4000000001,500857.587,0.2618609348928998,10084.074,0.017556450433510916,1.080329308864545,52139.11666666667,0.09077460334041343,0,0,0,0,0.09077460334041343
04,2020,West End,30,8,0,22,186.6955,363.731,7714.090303478904,3427.8734270910436,2694.179866765359,1503.4122871946706,292,3.33,0.4794538266318034,0.6798608721967957,2.280349514563107,1,694268.1273131014,2311912.863952628,597794.4561939302,0.258571361193905,51348.79141376758,0.07396103809704385,1.0123932714877446,91628.30225000001,0.13197826408164842,0,0,0,0,0.13197826408164842
04,2020,West Price Hill,30,8,0,22,186.6955,363.731,17977.55850271782,7434.568795102093,5158.830696221687,2798.855274901968,984.6436493061556,3.33,0.24102951787380744,0.8437037507951004,2.411010739791746,1,1617980.2652446039,5387874.283264531,651787.9590578682,0.1209731194141649,108208.06923235234,0.06687848520574731,1.0315553554150125,24040.674,0.014858446988761983,0,0,0,0,0.014858446988761983
04,2020,Westwood,30,8,0,22,186.6955,363.731,32214.592517469675,14285.296224579788,8935.390086969619,4066.431359960282,1436.7187436656895,3.33,0.19718170325529671,0.8520918223552246,2.2577562198291865,1,2899313.3265722706,9654713.37748566,1024557.1320071055,0.10611989107789825,157390.0929637028,0.05428529973674081,1.0124970131698636,12698.484416666668,0.004379824802060812,0,0,0,0,0.004379824802060812
04,2020,Winton Hills,30,8,0,22,186.6955,363.731,6204,2646,2954,1360,331,3.33,0.5559334845049131,0.6118669189143446,2.34,1,558360,1859338.8,535048.301,0.28776267187023685,48362.6,0.0866154452324665,0.986245036017048,80998.95191666667,0.14506582118465985,0,0,0,0,0.14506582118465985
04,2021,Avondale,30,8,0,22,229.5772,441.8603,13427,5961,3578,1817,782,3.45987,0.33601744673712464,0.690020480435569,2.12906523468576,1,1208430,4181010.7041,885046.1808999999,0.21168235231545862,74331.40000000001,0.061510720521668616,0.9632135532726962,0,0,0,0,0,0,0
04,2021,Bond Hill,30,8,0,22,229.5772,441.8603,7640,3312,1924,1160,158,3.45987,0.125,0.8827041204674299,2.2800669082799,1,687600,2379006.612,182930.1642,0.07689350810429778,37694.8,0.05482082606166376,1.0144184546333914,0,0,0,0,0,0,0
04,2021,California,30,8,0,22,229.5772,441.8603,930.8790896159318,333.89473684210526,238.099573257468,113.49644381223328,53.103840682788054,3.45987,0,0.9763312714678692,2.77,0.13,83779.11806543387,289864.8572210527,0,0,619.4198577524893,0.007393487447178721,0.983724758915048,0,0,0,0,0,0,0
04,2021,Camp Washington,30,8,0,22,229.5772,441.8603,1190,461,124,39,34,3.45987,0.21691973969631237,0.9047287309565143,1.87,1,107100,370552.077,44186.03,0.11924377905996733,2087.8,0.019493930905695612,1.0434664409221772,0,0,0,0,0,0,0
04,2021,Carthage,30,8,0,22,229.5772,441.8603,2889,1107,899,566,206,3.45987,0.27461607949412825,0.8385307830303412,2.6,1,260010,899600.7987,134325.53119999997,0.14931682074328062,22079.2,0.08491673397177033,1.0727643377453921,0,0,0,0,0,0,0
04,2021,Clifton,30,8,0,22,229.5772,441.8603,8544,4182,1386,828,171,3.45987,0.05547584887613582,0.8763021251962425,2.043306828811974,0.4,768960,2660501.6352,102511.58959999999,0.03853092523744824,11428.560000000001,0.0148623595505618,0.9296954099842526,0,0,0,0,0,0,0
04,2021,College Hill,30,8,0,22,229.5772,441.8603,17085,7353,3947,2269,700,3.45987,0.1587107303141575,0.8208583901598646,2.2967481558251537,1,1537650,5320069.1055,515650.97010000004,0.09692561503889285,84913.40000000001,0.055222840048125395,0.9730068452468829,0,0,0,0,0,0,0
04,2021,Columbia Tusculum,30,8,0,22,229.5772,441.8603,1546.0010562450489,742.678637443887,243.40586216002112,126.27198310007924,30.321890678637445,3.45987,0.03523489932885906,0.9699188158032097,2.08,0.13,139140.0950620544,481406.6407023502,11562.691806099816,0.02401855485256784,582.2160227092687,0.004184387127589708,0.9981217577833673,0,0,0,0,0,0,0
04,2021,Corryville,30,8,0,22,229.5772,441.8603,4438,1936,161,85,5,3.45987,0.04855371900826446,0.7240718148460817,2.2536445783132533,1,399420,1381941.2754,41534.8682,0.030055450936565895,2574,0.006444344299233889,0.7605716100818816,0,0,0,0,0,0,0
04,2021,CUF,30,8,0,22,229.5772,441.8603,17351,5533,603,326,155,3.45987,0.0536779324055666,0.790195818152288,2.2912183339224694,1,1561590,5402898.3933,131232.5091,0.02428927948427425,13756.6,0.008809354568100463,0.8232944522046628,0,0,0,0,0,0,0
04,2021,Downtown,30,8,0,22,229.5772,441.8603,4608.323464100666,3019.7372316802366,182.9837157660992,34.248704663212436,0,3.45987,0.10842091201115778,0.9239368659119096,1.4455950220378533,1,414749.1117690599,1434978.0093364173,144666.2396419689,0.10081425548038014,979.5129533678758,0.002361699942381762,1.0271128213346714,0,0,0,0,0,0,0
04,2021,East End,30,8,0,22,229.5772,441.8603,1497,707,222,117,41,3.45987,0.11173974540311174,0.9664750520107881,2.09,1,134730,466148.2851,34906.9637,0.07488381876705096,4518.8,0.03353967193646552,1.0748985427143045,0,0,0,0,0,0,0
04,2021,East Price Hill,30,8,0,22,229.5772,441.8603,15139,6027,4271,2175,643,3.45987,0.2969968475194956,0.7712080681060763,2.4806578567302138,1,1362510,4714107.4737,790929.937,0.1677793604436465,80594.8,0.05915171264798057,0.9981391411977034,0,0,0,0,0,0,0
04,2021,East Walnut Hills,30,8,0,22,229.5772,441.8603,3830.86118251928,2460.753213367609,256.24293059125966,125.55205655526991,25.677377892030847,3.45987,0.026929441421263165,0.9508650984923857,1.542606914212548,1,344777.5064267352,1192885.3511606683,29280.628144794347,0.024546053915662995,4325.161825192802,0.01254479119017555,0.9879559435982243,0,0,0,0,0,0,0
04,2021,East Westwood,30,8,0,22,229.5772,441.8603,2454.6865600850556,1098.3896073106985,811.9877462995721,519.3576096109182,102.61365103630436,3.45987,0.3735759991084419,0.7390728677814672,2.2243028365960846,1,220921.790407655,764360.6749777333,181309.418393253,0.23720401157285434,17788.37805451057,0.08051889323224586,1.0567957725865673,0,0,0,0,0,0,0
04,2021,English Woods,30,8,0,22,229.5772,441.8603,488.253937947494,230.7780429594272,135.07303102625298,67.19713603818616,23.304057279236275,3.45987,0.22156862745098044,0.7417474825592686,2.07,1,43942.854415274465,152036.56370577565,22593.71970272077,0.1486071452288583,2588.3341288782817,0.058902275769745646,0.9492569035578725,0,0,0,0,0,0,0
04,2021,Evanston,30,8,0,22,229.5772,441.8603,8672.297260844167,3470.7770159583115,1628.718848421944,822.7564910472319,335.97585351867104,3.45987,0.14073520983405616,0.8731538120202615,2.1817024576473396,0.36,780506.753475975,2700451.901148922,215831.31704335715,0.07992414786263387,11930.308219650537,0.015285336310696979,0.9683632961935924,0,0,0,0,0,0,0
04,2021,Hartwell,30,8,0,22,229.5772,441.8603,5084,2421,960,407,270,3.45987,0.09045848822800495,0.9303378976230963,2.03,1,457560,1583098.1172,96767.40569999999,0.0611253368623487,19362.2,0.0423161989684413,1.0337794334538861,0,0,0,0,0,0,0
04,2021,Hyde Park,30,8,0,22,229.5772,441.8603,14090,6696,2678,1434,361,3.45987,0.0091099163679808845,0.9531846417451645,2.0931735761041304,0.65,1268100,4387461.147,26953.4783,0.00614329731863948,33369.05,0.026314210235785822,0.9856421492995898,0,0,0,0,0,0,0
04,2021,Kennedy Heights,30,8,0,22,229.5772,441.8603,5042,2478,890,418,40,3.45987,0.0867635189669088,0.8689440842291013,2.02,1,453780,1570019.8086,94999.9645,0.060508768093004046,13098.800000000001,0.028865970293975057,0.9583188226160805,0,0,0,0,0,0,0
04,2021,Linwood,30,8,0,22,229.5772,441.8603,675.208344335886,324.36123580670716,106.30631106416688,55.14866649062583,13.242936361235806,3.45987,0.03523489932885906,0.9699188158032097,2.08,1,60768.75099022973,210251.97848856615,5049.94867818854,0.02401855485256784,1955.9998415632429,0.03218759328915159,1.0261249639449292,0,0,0,0,0,0,0
04,2021,Lower Price Hill,30,8,0,22,229.5772,441.8603,857.2619521912351,274.3844621513944,282.7221115537849,110.6633466135458,18.94920318725099,3.45987,0.4972375690607735,0.5807520817911681,2.41,1,77153.57569721116,266941.34194750997,60284.884356573704,0.22583569827272326,3706.918924302788,0.04804597701149425,0.8546337570753857,0,0,0,0,0,0,0
04,2021,Madisonville,30,8,0,22,229.5772,441.8603,10328.143097643098,5116.823232323232,1645.7469135802469,776.1576879910214,339.36026936026934,3.45987,0.08993363696852189,0.87150433640854,2.048913083594759,1,929532.8787878788,3216062.921331818,203332.8527886083,0.0632241525624148,31903.813580246915,0.03432241538551045,0.9690509043564652,0,0,0,0,0,0,0
04,2021,Millvale,30,8,0,22,229.5772,441.8603,2390.31184302733,890.4344779257183,964.2606867554308,522.8100911002102,59.51296426068675,3.45987,0.6116751269035533,0.49877113967224485,2.67,1,215128.06587245967,744315.141270147,240662.13851962157,0.32333365959604193,16654.439383321656,0.07741639527961623,0.899521194547903,0,0,0,0,0,0,0
04,2021,Mt. Adams,30,8,0,22,229.5772,441.8603,1611,940,134,89,31,3.45987,0,0.9516118211235456,1.7100000000000002,0.13,144990,501646.5513,0,0,446.1600000000001,0.003077177736395614,0.9546889988599412,0,0,0,0,0,0,0
04,2021,Mt. Airy,30,8,0,22,229.5772,441.8603,8782.73328391401,3929.412157153447,2344.5564121571533,1316.0527798369162,373.7666419570051,3.45987,0.22657421732700697,0.7554107528980142,2.2298569832402237,1,790445.995552261,2734840.3866314013,393389.7645587991,0.1438437747525555,48328.835463306146,0.061141223733495204,0.9603957513840649,0,0,0,0,0,0,0
04,2021,Mt. Auburn,30,8,0,22,229.5772,441.8603,4811,2573,712,390,151,3.45987,0.15895841430237076,0.8721602505206534,1.750066795949149,1,432990,1498089.1113,180720.86269999997,0.12063425422215067,15472.6,0.035734312570729114,1.0285288173135332,0,0,0,0,0,0,0
04,2021,Mt. Lookout,30,8,0,22,229.5772,441.8603,5051.790599419065,2169.960126749406,1191.287826775812,626.579350409295,164.43517296012675,3.45987,0.011706647128207993,0.971799423527391,2.336911529223379,0.13,454661.1539477158,1573068.4867090834,11224.558415711645,0.007135454375030949,2940.9919978875105,0.0064685359027301294,0.9854034138051521,0,0,0,0,0,0,0
04,2021,Mt. Washington,30,8,0,22,229.5772,441.8603,12483.09660303323,5465.230910462971,3053.730015087291,1620.4657236106675,681.9047984555959,3.45987,0.13017022793010075,0.9156232469659865,2.2616857770187853,0.45,1123478.6942729908,3887090.2299542925,314343.99213471706,0.08086871503839863,29631.508618992808,0.02637478464882462,1.0228667466532098,0,0,0,0,0,0,0
04,2021,North Avondale - Paddock Hills,30,8,0,22,229.5772,441.8603,4352.841556636553,1743.4697706740792,617.0382209867964,334.69145239749827,117.34676858929812,3.45987,0.15559361190153428,0.8851764492772662,2.099291784702549,1,391755.7400972898,1355423.93249041,119864.6626118485,0.08843333789422858,12928.293120222377,0.033000902850872656,1.0066106900223675,0,0,0,0,0,0,0
04,2021,North Fairmount,30,8,0,22,229.5772,441.8603,1669.746062052506,789.2219570405729,461.926968973747,229.80286396181387,79.69594272076372,3.45987,0.22156862745098038,0.7417474825592686,2.07,1,150277.14558472554,519939.38769422437,77266.70809727925,0.14860714522885826,8851.66587112172,0.05890227576974566,0.9492569035578726,0,0,0,0,0,0,0
04,2021,Northside,30,8,0,22,229.5772,441.8603,7965,4049,1390,654,270,3.45987,0.09706100271672018,0.9022558360807106,1.9639542275905912,1,716850,2480207.8095,173651.0979,0.0700147371663213,26426.4,0.036864616028457836,1.0091351892754898,0,0,0,0,0,0,0
04,2021,Oakley,30,8,0,22,229.5772,441.8603,11310.856902356903,6355.176767676768,1271.2530864197531,532.8423120089786,163.63973063973063,3.45987,0.03348852199904193,0.949774836407403,1.7542870201096892,1,1017977.1212121214,3522068.5023681824,94039.12911139168,0.02669997163546401,19919.386419753086,0.019567616997162723,0.9960424250400297,0,0,0,0,0,0,0
04,2021,Over-the-Rhine,30,8,0,22,229.5772,441.8603,5712,2976,893,456,143,3.45987,0.22815860215053763,0.8740488558378371,1.766196153846154,0.65,514080,1778649.9696,300023.1437,0.16868026246191212,11135.410000000002,0.02166085045129163,1.0643899687510407,0,0,0,0,0,0,0
04,2021,Pendleton,30,8,0,22,229.5772,441.8603,1018,509,223,116,30,3.45987,0.10609037328094302,0.8994216897766291,2,1,91620,316993.2894,23860.456199999997,0.07527117133981827,4175.6,0.045575201920977956,1.0202680630374252,0,0,0,0,0,0,0
04,2021,Pleasant Ridge,30,8,0,22,229.5772,441.8603,7326.252591894439,3596.0254476908576,1421.0113100848257,749.3854853911405,189.8831291234684,3.45987,0.11124676081012051,0.9116328813998222,2.000969089390142,1,659362.7332704996,2281309.3399606035,176764.5263663525,0.07748380426540712,26863.082375117814,0.040740977643480794,1.0298576633087102,0,0,0,0,0,0,0
