month,year,SNA_NAME,total_days_in_month,non_instructional_days_in_month,summer_weekdays_in_month,instructional_days_in_month,Avg_monthly_Per_Person,Avg_monthly_Per_hh,total_population_true_total,total_households,children_under_age18,children_5to14,children_15to17,hamilton_meal_cost,hh_snap_percent,meal_percent_income_covered,hh_size,free_reduced_estimate_f,month_meals,month_meal_dollars,snap_dollars,meal_percent_snap_covered,cps_meals,meal_percent_cps_covered,pre_charity_coverage,monthly_nbhd_meals,meal_percent_fsb_covered,monthly_nbhd_meals_lasoupe,meal_percent_lasoupe_covered,whole_again_meals,meal_percent_whole_again_covered,cfs_meals,meal_percent_cfs_covered,monthly_nbhd_meals_library,meal_percent_library_covered,charitable_percent_covered
3,2022,Over-the-Rhine,31,14,0,17,240.6,475.52,5657,3047,795,406,143,4.1,0.208729898,0.875445421,1.708942308,0.65,526101,2157014.1,302430.72,0.14020804,7886.385,0.014990249,1.030643711,203260.9868,0.386353546,1962.666667,0.003730589,0,0,0,0,0,0,0.390084135
3,2022,Pendleton,31,14,0,17,240.6,475.52,1134,550,251,145,40,4.1,0.125454545,0.900215501,2.06,1,105462,432394.2,32810.88,0.075881869,4088.5,0.038767518,1.014864888,0,0,0,0,0,0,0,0,0,0,0
3,2022,Pleasant Ridge,31,14,0,17,240.6,475.52,7184.554194,3642.132893,1438.686145,853.2770971,149.8831291,4.1,0.135636621,0.887994463,1.938428014,1,668163.5401,2739470.514,234910.0173,0.085750154,22169.841,0.033180262,1.006924878,297.3666667,4.45E-04,300,4.49E-04,0,0,0,0,0,0,8.94E-04
3,2022,Queensgate,31,14,0,17,240.6,475.52,280.2729084,91.97211155,91.97211155,29.28585657,15.24800797,4.1,0.621052632,0.517487295,2.37,1,26065.38048,106868.06,27161.47506,0.254158961,984.1984064,0.037758835,0.809405091,15966.94167,0.612572745,3515.000001,0.134853201,0,0,0,0,0,0,0.747425946
3,2022,Riverside,31,14,0,17,240.6,475.52,2008.023952,826.0538922,418.1976048,213.6107784,33.59281437,4.1,0.19557669,0.824574948,2.420248307,1,186746.2275,765659.5329,76823.53054,0.100336412,5463.199401,0.029254671,0.954166031,1002.6135,0.005368855,0,0,0,0,0,0,0,0,0.005368855
3,2022,Roselawn,31,14,0,17,240.6,475.52,7692,3558,1970,1287,248,4.1,0.24480045,0.708884333,2.11616494,1,715356,2932959.6,414177.92,0.14121501,33923.5,0.047421843,0.897521186,15406.10133,0.021536272,240,3.35E-04,0,0,0,0,0,0,0.021871769
3,2022,Sayler Park,31,14,0,17,240.6,475.52,2902,1186,710,402,133,4.1,0.15851602,0.861450757,2.442799067,1,269886,1106532.6,89397.76,0.080790896,11823.5,0.043809238,0.98605089,2691.495833,0.009972714,871.6666665,0.003229759,0,0,0,0,0,0,0.013202473
3,2022,Sedamsville,31,14,0,17,240.6,475.52,556.9760479,196.9461078,158.8023952,65.38922156,21.40718563,4.1,0.322134387,0.747090832,2.69,1,51798.77246,212374.9671,30168.46946,0.142052851,1918.200599,0.037031777,0.92617546,0,0,0,0,0,0,0,0,0,0,0
3,2022,South Cumminsville,31,14,0,17,240.6,475.52,766.65452,291.5655221,335.226349,216.8241065,24.42046251,4.1,0.602368866,0.476951667,2.62,1,71298.87036,292325.3685,83515.57427,0.285693899,5331.504975,0.074776851,0.837422416,4522.991667,0.063437073,0,0,0,0,0,0,0,0,0.063437073
3,2022,South Fairmount,31,14,0,17,240.6,475.52,1926,888,474,242,77,4.1,0.30518018,0.712572081,1.98,1,179118,734383.8,128865.92,0.175474895,7049.9,0.03935897,0.927405946,2596.452,0.014495763,0,0,0,0,0,0,0,0,0.014495763
3,2022,Spring Grove Village,31,14,0,17,240.6,475.52,2220,922,515,362,65,4.1,0.245119306,0.782147981,2.4,1,206460,846486,107467.52,0.126957233,9436.7,0.045707159,0.954812373,0,0,0,0,0,0,0,0,0,0,0
3,2022,Villages at Roll Hill,31,14,0,17,240.6,475.52,2503,864,1444,819,77,4.1,0.706018519,0.369700104,2.9,1,232779,954393.9,290067.2,0.303928179,19801.6,0.085066093,0.758694376,0,0,991.6666665,0.004260121,0,0,0,0,0,0,0.004260121
3,2022,Walnut Hills,31,14,0,17,240.6,475.52,6431,3677,860,364,186,4.1,0.342398695,0.782790116,1.751691269,0.69,598083,2452140.3,598679.68,0.244145769,8386.95,0.014023054,1.040958939,28915.02033,0.048346167,19917.5,0.033302234,0,0,0,0,0,0,0.081648401
3,2022,West End,31,14,0,17,240.6,475.52,7764.737972,3603.064397,2293.027387,1263.564767,234,4.1,0.464949237,0.690893072,2.177132188,1,722120.6314,2960694.589,796611.0963,0.269062233,33096.18135,0.045831929,1.005787233,43087.50883,0.059668021,5608.666668,0.007766939,0,0,0,0,0,0,0.067434959
3,2022,West Price Hill,31,14,0,17,240.6,475.52,18961.63553,7517.694487,5411.251034,3232.174391,1144.64663,4.1,0.196647414,0.81024671,2.514935943,1,1763432.104,7230071.627,702977.9434,0.097229734,96727.74455,0.054851981,0.962328425,4683.489417,0.002655894,303.3333334,1.72E-04,0,0,0,0,0,0,0.002827907
3,2022,Westwood,31,14,0,17,240.6,475.52,32780.69256,14571.34892,8579.409571,3879.037748,1322.756353,4.1,0.218389223,0.819417792,2.263472583,1,3048604.408,12499278.07,1513211.905,0.121063944,114959.6496,0.037708943,0.978190679,8427.85125,0.002764495,280,9.18E-05,0,0,0,0,0,0,0.00285634
3,2022,Winton Hills,31,14,0,17,240.6,475.52,6741,2746,3304,1617,595,4.1,0.494901675,0.542016339,2.45,1,626913,2570343.3,646231.68,0.251418431,48885.2,0.077977646,0.871412416,20087.59167,0.032042072,0,0,0,0,0,0,0,0,0.032042072
3,2023,Avondale,31,14,0,17,252.85,492.3,12825,5866,3070,1560,841,4.2845,0.423968633,0.688056323,2.051463803,1,1192725,5110230.263,1224350.1,0.239588049,53062.1,0.044488126,0.972132498,13244.90833,0.011104746,3844.666667,0.003223431,0,0,8254.982,0.006921111,313,2.62E-04,0.021774137
3,2023,Bond Hill,31,14,0,17,252.85,492.3,6723,3165,1495,1154,129,4.2845,0.165876777,0.861707486,2.105112908,1,625239,2678836.496,258457.5,0.096481252,28354.3,0.045349538,1.003538276,77393.91542,0.12378293,1206.666667,0.001929929,0,0,0,0,319,5.10E-04,0.126733269
3,2023,California,31,14,0,17,252.85,492.3,954.8278805,335.9772404,260.6600284,135.3627312,45.46799431,4.2845,0.026859504,0.983597254,2.83,0.13,88798.99289,380459.285,4442.604836,0.011676952,519.5266743,0.005850592,1.001124798,0,0,0,0,0,0,0,0,0,0,0
3,2023,Camp Washington,31,14,0,17,252.85,492.3,1128,520,109,67,18,4.2845,0.309615385,0.86960362,1.61,1,104904,449461.188,79260.3,0.176345149,1878.5,0.017906848,1.063855616,2109.508333,0.020108941,0,0,0,0,0,0,0,0,0.020108941
3,2023,Carthage,31,14,0,17,252.85,492.3,2962,1094,905,576,145,4.2845,0.174588665,0.808487356,2.7,1,275466,1180234.077,94029.3,0.079670043,15934.1,0.057844162,0.946001561,6356.785417,0.023076479,0,0,0,0,0,0,0,0,0.023076479
3,2023,Clifton,31,14,0,17,252.85,492.3,8012,4101,1091,543,155,4.2845,0.058522312,0.895678177,1.940058466,0.4,745116,3192449.502,118152,0.037009826,6170.32,0.008281019,0.940969022,1935.174167,0.002597145,964.1666667,0.001293982,0,0,0,0,0,0,0.003891127
3,2023,College Hill,31,14,0,17,252.85,492.3,16324,7124,3721,2033,828,4.2845,0.20620438,0.813060802,2.238321039,1,1518132,6504436.554,723188.7,0.111183912,63228.1,0.041648618,0.965893332,4133.020833,0.002722438,1553.333333,0.001023187,0,0,0,0,550,3.62E-04,0.0044702
3,2023,Columbia Tusculum,31,14,0,17,252.85,492.3,1597.922102,755.1396884,284.111962,159.086084,25.33747029,4.2845,0.048954895,0.980076407,2.11,0.13,148606.7555,636705.6439,18199.24032,0.028583444,529.8488714,0.003565443,1.012225294,0,0,0,0,0,0,0,0,0,0,0
3,2023,Corryville,31,14,0,17,252.85,492.3,4442,1987,267,78,1,4.2845,0.023653749,0.686047929,2.159706325,1,413106,1769952.657,23138.1,0.013072723,1745.9,0.004226276,0.703346927,7945.195833,0.019232826,1971.666667,0.004772786,0,0,0,0,0,0,0.024005612
3,2023,CUF,31,14,0,17,252.85,492.3,17903,6110,478,165,120,4.2845,0.052373159,0.77211139,2.154798515,1,1664979,7133602.526,157536,0.022083653,6298.5,0.003782931,0.797977974,9682.870833,0.005815611,75,4.50E-05,0,0,0,0,0,0,0.005860657
3,2023,Downtown,31,14,0,17,252.85,492.3,5501.109548,3389.128053,229.8482605,28.20355292,0,4.2845,0.072973797,0.934914516,1.449603319,1,511603.188,2191963.859,121754.4262,0.055545818,623.2985196,0.001218324,0.991678658,1046.622083,0.002045769,26.66666667,5.21E-05,0,0,0,0,164,3.21E-04,0.002739015
3,2023,East End,31,14,0,17,252.85,492.3,1306,681,172,111,38,4.2845,0.114537445,0.955370044,1.9,1,121458,520386.801,38399.4,0.073790111,3292.9,0.027111429,1.056271585,3240.7275,0.026681878,0,0,0,0,0,0,0,0,0.026681878
3,2023,East Price Hill,31,14,0,17,252.85,492.3,15955,6112,5263,2574,882,4.2845,0.296138743,0.73184202,2.599238879,1,1483815,6357405.368,891063,0.140161426,76377.6,0.051473802,0.923477248,18375.12175,0.012383701,2007,0.001352594,0,0,0,0,325,2.19E-04,0.014174356
3,2023,East Walnut Hills,31,14,0,17,252.85,492.3,3876.895887,2470.430591,361.3496144,200.8348329,39.33868895,4.2845,0.03423318,0.915068833,1.552788732,1,360551.3175,1544782.12,41634.1527,0.026951472,5307.834833,0.014721441,0.956741746,6464.279167,0.017928874,535,0.001483839,0,0,0,0,0,0,0.019412713
3,2023,East Westwood,31,14,0,17,252.85,492.3,2446.440728,1082.362735,662.7084265,423.8682901,112.1505178,4.2845,0.403008497,0.730271131,2.233280064,1,227518.9877,974805.103,214741.9389,0.220292178,11846.01565,0.052066053,1.002629361,953.2275,0.004189661,0,0,0,0,0,0,0,0,0.004189661
3,2023,English Woods,31,14,0,17,252.85,492.3,494.8152745,231.9093079,114.9365155,56.78949881,23.98281623,4.2845,0.24195122,0.715299412,2.1,1,46017.82053,197163.352,27623.31723,0.140103711,1785.068162,0.038790802,0.894193925,0,0,450,0.00977882,0,0,0,0,0,0,0.00977882
3,2023,Evanston,31,14,0,17,252.85,492.3,8421.154843,3511.949534,1469.161852,755.5963693,308.2870928,4.2845,0.090933908,0.854076328,2.101616559,0.36,783167.4004,3355480.727,157218.6123,0.046854274,8464.256825,0.010807724,0.911738325,10871.64858,0.013881641,500.8333333,6.39E-04,0,0,0,0,0,0,0.014521138
3,2023,Hartwell,31,14,0,17,252.85,492.3,5403,2462,852,527,174,4.2845,0.097887896,0.924583721,2.07,1,502479,2152871.276,118644.3,0.055109797,15492.1,0.030831338,1.010524857,2903.4965,0.005778344,81.66666668,1.63E-04,0,0,0,0,316,6.29E-04,0.007198635
3,2023,Hyde Park,31,14,0,17,252.85,492.3,13559,6539,2522,1119,401,4.2845,0.011010858,0.940017258,2.057848168,0.65,1260987,5402698.802,35445.6,0.006560721,21834.8,0.017315642,0.963893621,677.5,5.37E-04,0,0,0,0,0,0,0,0,5.37E-04
3,2023,Kennedy Heights,31,14,0,17,252.85,492.3,4275,2222,492,333,67,4.2845,0.143564356,0.848252783,1.91,1,397575,1703410.088,157043.7,0.092193713,8840,0.022234798,0.962681294,2830.208333,0.007118678,1140,0.002867384,0,0,0,0,0,0,0.009986061
3,2023,Linwood,31,14,0,17,252.85,492.3,697.8846052,329.8035384,124.0844996,69.48006337,11.06601532,4.2845,0.048954895,0.980076407,2.11,1,64903.26829,278078.053,7948.428545,0.028583444,1780.068339,0.027426482,1.036086334,0,0,0,0,0,0,0,0,0,0,0
3,2023,Lower Price Hill,31,14,0,17,252.85,492.3,876.9691235,298.6394422,294.0916335,80.34462151,68.21713147,4.2845,0.631979695,0.466354618,2.32,1,81558.12849,349435.8015,92913.77958,0.265896566,3283.214741,0.040256131,0.772507315,2613.37525,0.0320431,973.5833333,0.011937294,0,0,0,0,0,0,0.043980393
3,2023,Madisonville,31,14,0,17,252.85,492.3,10561.56341,5445.440516,1620.369809,794.7861953,232.8462402,4.2845,0.096409902,0.87532009,1.957708987,1,982225.3973,4208344.715,258454.7374,0.061414821,22710.67682,0.023121655,0.959856566,8051.223583,0.008196921,2172.5,0.002211814,0,0,0,0,0,0,0.010408735
3,2023,Millvale,31,14,0,17,252.85,492.3,2408.391731,825.648213,1009.460406,614.7161878,61.01962158,4.2845,0.515510949,0.498484702,2.9,1,223980.431,959644.1565,209537.9905,0.218349676,14933.76139,0.066674402,0.78350878,11025.90542,0.049227093,0,0,0,0,0,0,0,0,0.049227093
3,2023,Mt. Adams,31,14,0,17,252.85,492.3,1592,984,97,65,11,4.2845,0,0.934637005,1.62,0.13,148056,634345.932,0,0,218.348,0.001474766,0.936111771,0,0,424.1666667,0.002864907,0,0,0,0,0,0,0.002864907
3,2023,Mt. Airy,31,14,0,17,252.85,492.3,8855.104818,4117.800593,2459.034396,1515.051742,311.7610082,4.2845,0.246881058,0.716394854,2.140346369,1,823524.7481,3528391.783,500475.6104,0.141842415,40372.56178,0.049024103,0.907261371,6968.99875,0.008462404,65.33333333,7.93E-05,0,0,0,0,0,0,0.008541737
3,2023,Mt. Auburn,31,14,0,17,252.85,492.3,5192,2640,771,558,145,4.2845,0.15719697,0.793266802,1.851103211,1,482856,2068796.532,204304.5,0.098755241,15536.3,0.032175845,0.924197888,5234.954167,0.010841647,675.8333334,0.001399658,0,0,0,0,0,0,0.012241305
3,2023,Mt. Lookout,31,14,0,17,252.85,492.3,5018.193293,2134.056773,1254.803538,660.4338527,168.5965144,4.2845,0.016816196,0.97521814,2.359967974,0.13,466691.9762,1999541.772,17667.03113,0.00883554,2381.804245,0.005103589,0.98915727,0,0,0,0,0,0,0,0,0,0,0
3,2023,Mt. Washington,31,14,0,17,252.85,492.3,11815.2445,5463.880907,2649.821269,1560.902515,620.874501,4.2845,0.13778012,0.908509681,2.133691957,0.45,1098817.738,4707884.6,370610.4139,0.078721219,21697.77243,0.019746471,1.006977371,26107.65833,0.023759771,0,0,0,0,0,0,0,0,0.023759771
3,2023,North Avondale - Paddock Hills,31,14,0,17,252.85,492.3,4209.94927,1687.619875,609.4885337,370.5687978,55.37421821,4.2845,0.135145368,0.902230071,2.084645892,1,391525.2821,1677490.071,112280.835,0.06693383,9413.340653,0.02404274,0.993206641,956.5,0.00244301,550,0.001404762,0,0,0,0,0,0,0.003847772
3,2023,North Fairmount,31,14,0,17,252.85,492.3,1692.184726,793.0906921,393.0634845,194.2105012,82.01718377,4.2845,0.24195122,0.715299412,2.1,1,157373.1795,674265.3875,94467.08277,0.140103711,6104.631838,0.038790802,0.894193925,483.325,0.003071203,906.6666667,0.005761253,0,0,0,0,0,0,0.008832456
3,2023,Northside,31,14,0,17,252.85,492.3,8407,4175,1198,548,192,4.2845,0.123113772,0.879595765,2.010178004,1,781851,3349840.61,253042.2,0.075538579,16354,0.020917029,0.976051373,36645.84708,0.046870628,1992.5,0.00254844,0,0,0,0,73,9.34E-05,0.049605804
3,2023,Oakley,31,14,0,17,252.85,492.3,11405.43659,6478.559484,1361.630191,602.2138047,115.1537598,4.2845,0.016825594,0.946980836,1.739411667,1,1060705.603,4544593.155,53663.46263,0.0118082,15853.82318,0.014946488,0.973735523,0,0,168.3333333,1.59E-04,0,0,0,0,0,0,1.59E-04
3,2023,Over-the-Rhine,31,14,0,17,252.85,492.3,6180,3155,840,328,149,4.2845,0.203486529,0.849835918,1.818869231,0.65,574740,2462473.53,316056.6,0.128349238,6852.105,0.011922095,0.990107251,177988.2359,0.309684789,981.6666667,0.001708019,0,0,0,0,0,0,0.311392808
3,2023,Pendleton,31,14,0,17,252.85,492.3,1163,558,238,154,36,4.2845,0.082437276,0.89748322,2.08,1,108159,463407.2355,22645.8,0.048868033,4199,0.038822474,0.985173727,0,0,0,0,0,0,0,0,0,0,0
3,2023,Pleasant Ridge,31,14,0,17,252.85,492.3,7308.599434,3688.551367,1534.065033,828.6644675,150.332705,4.2845,0.131432997,0.883372961,1.952439432,1,679699.7474,2912173.568,238665.7408,0.081954504,21635.83751,0.031831463,0.997158929,0,0,555,8.17E-04,0,0,0,0,0,0,8.17E-04
3,2023,Queensgate,31,14,0,17,252.85,492.3,280.0308765,95.36055777,93.90836653,25.65537849,21.78286853,4.2845,0.631979695,0.466354618,2.32,1,26042.87151,111580.683,29668.92042,0.265896566,1048.385259,0.040256131,0.772507315,0,0,170,0.006527698,0,0,0,0,0,0,0.006527698
3,2023,Riverside,31,14,0,17,252.85,492.3,2088.550898,829.5508982,512.3952096,212.3473054,86.07784431,4.2845,0.216450716,0.830840211,2.513273138,1,194235.2335,832200.8581,88395.85509,0.106219375,6595.195808,0.033954683,0.971014269,1032.663167,0.005316559,0,0,0,0,0,0,0,0,0.005316559
3,2023,Roselawn,31,14,0,17,252.85,492.3,7449,3583,1509,1121,162,4.2845,0.234161317,0.728904,2.031551069,1,692757,2968117.367,413039.7,0.139158817,28354.3,0.040929648,0.908992464,6989.9115,0.01008999,602.5,8.70E-04,0,0,0,0,0,0,0.010959704
3,2023,Sayler Park,31,14,0,17,252.85,492.3,2745,1184,682,423,106,4.2845,0.199324324,0.857092042,2.314898367,1,255285,1093768.583,116182.8,0.10622247,11690.9,0.045795483,1.009109995,264.675,0.001036782,298.3333333,0.001168629,0,0,0,0,0,0,0.002205411
3,2023,Sedamsville,31,14,0,17,252.85,492.3,590.4491018,200.4491018,187.6047904,48.65269461,38.92215569,4.2845,0.316504854,0.750546837,2.81,1,54911.76647,235269.4634,31233.04491,0.132754351,1935.404192,0.03524571,0.918546898,0,0,0,0,0,0,0,0,0,0,0
3,2023,South Cumminsville,31,14,0,17,252.85,492.3,788.6082691,270.351787,330.5395936,201.2838122,19.98037842,4.2845,0.515510949,0.498484702,2.9,1,73340.56903,314227.668,68611.50946,0.218349676,4889.938612,0.066674402,0.78350878,2811.316667,0.038332354,0,0,0,0,0,0,0,0,0.038332354
3,2023,South Fairmount,31,14,0,17,252.85,492.3,1960,852,478,231,108,4.2845,0.253521127,0.718636272,2.13,1,182280,780978.66,106336.8,0.136158394,7491.9,0.041101053,0.895895719,952.7875,0.005227055,0,0,0,0,0,0,0,0,0.005227055
3,2023,Spring Grove Village,31,14,0,17,252.85,492.3,2163,927,549,327,132,4.2845,0.252427184,0.77983631,2.32,1,201159,861865.7355,115198.2,0.133661422,10143.9,0.050427274,0.963925006,0,0,0,0,0,0,0,0,0,0,0
3,2023,Villages at Roll Hill,31,14,0,17,252.85,492.3,2262,901,1261,630,135,4.2845,0.612652608,0.359694036,2.51,1,210366,901313.127,271749.6,0.301504096,16906.5,0.080367075,0.741565207,0,0,721.6666667,0.003430529,0,0,22989.91301,0.109285308,0,0,0.112715837
3,2023,Walnut Hills,31,14,0,17,252.85,492.3,6259,3678,829,359,193,4.2845,0.347471452,0.790895394,1.714202261,0.69,582087,2493951.752,629159.4,0.252274087,8417.448,0.014460807,1.057630288,8927.630417,0.015337278,15043.16667,0.025843502,0,0,0,0,147,2.53E-04,0.04168586
3,2023,West End,31,14,0,17,252.85,492.3,7764.890452,3592.871947,2249.151739,1322.796447,198,4.2845,0.433269674,0.699608129,2.182286781,1,722134.812,3093986.602,766354.7738,0.247691691,33609.60148,0.046542004,0.993841825,39040.50525,0.054062627,4668.666666,0.00646509,0,0,0,0,202,2.80E-04,0.06108717
3,2023,West Price Hill,31,14,0,17,252.85,492.3,18811.14342,7650.011933,5370.627021,3261.091031,1051.858812,4.2845,0.201424858,0.815275332,2.450516273,1,1749436.338,7495459.99,758586.3347,0.101206108,95316.19154,0.054483944,0.970965385,3938.670667,0.002251394,25,1.43E-05,0,0,0,0,377,2.15E-04,0.00269668
3,2023,Westwood,31,14,0,17,252.85,492.3,34059.55927,15074.63727,9471.291574,4788.13171,1273.849482,4.2845,0.213391444,0.823986694,2.266125449,1,3167539.012,13571320.9,1583629.961,0.116689449,133969.7843,0.042294596,0.98297074,6725.0885,0.002123127,330,1.04E-04,0,0,0,0,255,8.05E-05,0.002388317
3,2023,Winton Hills,31,14,0,17,252.85,492.3,5401,2699,2102,1050,281,4.2845,0.519081141,0.64571331,2,1,502293,2152074.359,689712.3,0.320487207,29415.1,0.058561636,1.024762153,9121.041667,0.018158807,467.5,9.31E-04,0,0,0,0,0,0,0.019089539
3,2024,Avondale,31,16,0,15,180.918,350.3593,12825,5866,3070,1560,841,4.395897,0.423968633,0.680884522,2.051463803,1,1192725,5243096.249,871343.5791,0.166188744,46819.5,0.039254229,0.886327494,21525.6375,0.018047444,0,0,0,0,0,0,0,0,0.018047444
3,2024,Bond Hill,31,16,0,15,180.918,350.3593,6723,3165,1495,1154,129,4.395897,0.165876777,0.856708884,2.105112908,1,625239,2748486.244,183938.6325,0.066923614,25018.5,0.040014299,0.963646797,48766.301,0.077996256,0,0,0,0,0,0,0,0,0.077996256
3,2024,California,31,16,0,15,180.918,350.3593,954.8278805,335.9772404,260.6600284,135.3627312,45.46799431,4.395897,0.026859504,0.983227553,2.83,0.13,88798.99289,390351.2264,3161.706116,0.008099644,458.405889,0.005162287,0.996489484,0,0,0,0,0,0,0,0,0,0,0
3,2024,Camp Washington,31,16,0,15,180.918,350.3593,1128,520,109,67,18,4.395897,0.309615385,0.865451871,1.61,1,104904,461147.1789,56407.8473,0.122320703,1657.5,0.01580016,1.003572734,5767.333333,0.054977249,0,0,0,0,0,0,0,0,0.054977249
3,2024,Carthage,31,16,0,15,180.918,350.3593,2962,1094,905,576,145,4.395897,0.174588665,0.803194785,2.7,1,275466,1210920.163,66918.6263,0.055262625,14059.5,0.051038967,0.909496376,4057.914417,0.01473109,0,0,0,0,0,0,0,0,0.01473109
3,2024,Clifton,31,16,0,15,180.918,350.3593,8012,4101,1091,543,155,4.395897,0.058522312,0.890814013,1.940058466,0.4,745116,3275453.189,84086.232,0.025671633,5444.4,0.007306782,0.923792428,7557.608333,0.010142861,0,0,0,0,0,0,0,0,0.010142861
3,2024,College Hill,31,16,0,15,180.918,350.3593,16324,7124,3721,2033,828,4.395897,0.20620438,0.809406738,2.238321039,1,1518132,6673551.904,514677.8117,0.077122021,55789.5,0.036748781,0.92327754,2878.178333,0.001895868,0,0,0,0,0,0,0,0,0.001895868
3,2024,Columbia Tusculum,31,16,0,15,180.918,350.3593,1597.922102,755.1396884,284.111962,159.086084,25.33747029,4.395897,0.048954895,0.979103758,2.11,0.13,148606.7555,653259.9906,12952.00711,0.019826726,467.5137101,0.003145979,1.002076463,0,0,0,0,0,0,0,0,0,0,0
3,2024,Corryville,31,16,0,15,180.918,350.3593,4442,1987,267,78,1,4.395897,0.023653749,0.679375607,2.159706325,1,413106,1815971.426,16466.8871,0.009067812,1540.5,0.003729067,0.692172486,7711.088333,0.018666125,0,0,0,0,0,0,0,0,0.018666125
3,2024,CUF,31,16,0,15,180.918,350.3593,17903,6110,478,165,120,4.395897,0.052373159,0.765850345,2.154798515,1,1664979,7319076.191,112114.976,0.015318187,5557.5,0.00333788,0.784506412,16171.98083,0.009713024,0,0,0,0,0,0,0,0,0.009713024
3,2024,Downtown,31,16,0,15,180.918,350.3593,5501.109548,3389.128053,229.8482605,28.20355292,0,4.395897,0.072973797,0.93242169,1.449603319,1,511603.188,2248954.919,86650.00109,0.038529008,549.969282,0.001074992,0.972025689,718.7166667,0.001404832,0,0,0,0,0,0,0,0,0.001404832
3,2024,East End,31,16,0,15,180.918,350.3593,1306,681,172,111,38,4.395897,0.114537445,0.953790999,1.9,1,121458,533916.8578,27328.0254,0.051184047,2905.5,0.02392185,1.028896895,3970.833333,0.032693057,0,0,0,0,0,0,0,0,0.032693057
3,2024,East Price Hill,31,16,0,15,180.918,350.3593,15955,6112,5263,2574,882,4.395897,0.296138743,0.726344179,2.599238879,1,1483815,6522697.907,634150.333,0.097222092,67392,0.045418061,0.868984331,24807.745,0.016718894,0,0,0,0,0,0,0,0,0.016718894
3,2024,East Walnut Hills,31,16,0,15,180.918,350.3593,3876.895887,2470.430591,361.3496144,200.8348329,39.33868895,4.395897,0.03423318,0.912603305,1.552788732,1,360551.3175,1584946.455,29630.12918,0.018694719,4683.383676,0.012989506,0.94428753,7026.833333,0.019489135,0,0,0,0,0,0,0,0,0.019489135
3,2024,East Westwood,31,16,0,15,180.918,350.3593,2446.440728,1082.362735,662.7084265,423.8682901,112.1505178,4.395897,0.403008497,0.723678952,2.233280064,1,227518.9877,1000150.036,152827.2098,0.152804284,10452.36675,0.045940635,0.922423871,537.7,0.002363319,0,0,0,0,0,0,0,0,0.002363319
3,2024,English Woods,31,16,0,15,180.918,350.3593,494.8152745,231.9093079,114.9365155,56.78949881,23.98281623,4.395897,0.24195122,0.707927445,2.1,1,46017.82053,202289.5992,19658.91954,0.097182058,1575.060143,0.034227178,0.839336681,0,0,0,0,0,0,0,0,0,0,0
3,2024,Evanston,31,16,0,15,180.918,350.3593,8421.154843,3511.949534,1469.161852,755.5963693,308.2870928,4.395897,0.090933908,0.850557883,2.101616559,0.36,783167.4004,3442723.226,111889.098,0.032500172,7468.461904,0.009536227,0.892594282,15286.99475,0.019519447,0,0,0,0,0,0,0,0,0.019519447
3,2024,Hartwell,31,16,0,15,180.918,350.3593,5403,2462,852,527,174,4.395897,0.097887896,0.91892957,2.07,1,502479,2208845.929,84436.5913,0.038226564,13669.5,0.027204122,0.984360257,5759.381417,0.011461935,0,0,0,0,0,0,0,0,0.011461935
3,2024,Hyde Park,31,16,0,15,180.918,350.3593,13559,6539,2522,1119,401,4.395897,0.011010858,0.937673531,2.057848168,0.65,1260987,5543168.97,25225.8696,0.004550803,19266,0.015278508,0.957502842,580.75,4.61E-04,0,0,0,0,0,0,0,0,4.61E-04
3,2024,Kennedy Heights,31,16,0,15,180.918,350.3593,4275,2222,492,333,67,4.395897,0.143564356,0.84408065,1.91,1,397575,1747698.75,111764.6167,0.063949589,7800,0.01961894,0.927649178,879.1666667,0.002211323,0,0,0,0,0,0,0,0,0.002211323
3,2024,Linwood,31,16,0,15,180.918,350.3593,697.8846052,329.8035384,124.0844996,69.48006337,11.06601532,4.395897,0.048954895,0.979103758,2.11,1,64903.26829,285308.0823,5656.725292,0.019826726,1570.648534,0.024199837,1.023130322,0,0,0,0,0,0,0,0,0,0,0
3,2024,Lower Price Hill,31,16,0,15,180.918,350.3593,876.9691235,298.6394422,294.0916335,80.34462151,68.21713147,4.395897,0.631979695,0.457495274,2.32,1,81558.12849,358521.1323,66124.73446,0.184437481,2896.954183,0.035520116,0.677452871,2771.604167,0.033983175,0,0,0,0,0,0,0,0,0.033983175
3,2024,Madisonville,31,16,0,15,180.918,350.3593,10561.56341,5445.440516,1620.369809,794.7861953,232.8462402,4.395897,0.096409902,0.87139661,1.957708987,1,982225.3973,4317761.677,183936.6664,0.042600004,20038.83249,0.02040146,0.934398075,17869.11975,0.018192484,0,0,0,0,0,0,0,0,0.018192484
3,2024,Millvale,31,16,0,15,180.918,350.3593,2408.391731,825.648213,1009.460406,614.7161878,61.01962158,4.395897,0.515510949,0.492580884,2.9,1,223980.431,984594.9046,149123.6719,0.15145688,13176.84828,0.058830355,0.702868118,13535.58333,0.060431991,0,0,0,0,0,0,0,0,0.060431991
3,2024,Mt. Adams,31,16,0,15,180.918,350.3593,1592,984,97,65,11,4.395897,0,0.9336408,1.62,0.13,148056,650838.9262,0,0,192.66,0.001301264,0.934942064,0,0,0,0,0,0,0,0,0,0,0
