month,year,SNA_NAME,total_days_in_month,non_instructional_days_in_month,summer_weekdays_in_month,instructional_days_in_month,Avg_monthly_Per_Person,Avg_monthly_Per_hh,total_population_true_total,total_households,children_under_age18,children_5to14,children_15to17,hamilton_meal_cost,hh_snap_percent,meal_percent_income_covered,hh_size,free_reduced_estimate_f,month_meals,month_meal_dollars,snap_dollars,meal_percent_snap_covered,cps_meals,meal_percent_cps_covered,pre_charity_coverage,monthly_nbhd_meals,meal_percent_fsb_covered,monthly_nbhd_meals_lasoupe,meal_percent_lasoupe_covered,whole_again_meals,meal_percent_whole_again_covered,cfs_meals,meal_percent_cfs_covered,monthly_nbhd_meals_library,meal_percent_library_covered,charitable_percent_covered
8,2019,Villages at Roll Hill,31,19,10,12,124.14,248.19,2348,847,1244,487,48,3.17,0.710743802,0.410982508,2.77,1,218364,692213.88,149410.38,0.215844242,9416,0.043120661,0.669947411,0,0,0,0,0,0,0,0,0,0,0
8,2019,Walnut Hills,31,19,10,12,124.14,248.19,6368,3492,1070,513,163,3.17,0.452176403,0.7327332,1.799605842,0.69,592224,1877350.08,391892.01,0.208747433,8209.344,0.01386189,0.955342523,0,0,0,0,0,0,0,0,0,0,0
8,2019,West End,31,19,10,12,124.14,248.19,6695,3532.019985,1595.908956,1087.643967,210.5988157,3.17,0.363444591,0.744639173,1.909876027,1,622635,1973752.95,318599.9047,0.16141833,22849.07298,0.03669738,0.942754882,0,0,0,0,0,0,0,0,0,0,0
8,2019,West Price Hill,31,19,10,12,124.14,248.19,18343,7664.524854,5121.964782,2655.326325,847.0986757,3.17,0.237111692,0.852876947,2.387708663,1,1705899,5407699.83,451047.7134,0.083408423,61642.68002,0.036135012,0.972420382,0,0,0,0,0,0,0,0,0,0,0
8,2019,Westwood,31,19,10,12,124.14,248.19,32316,14259.45688,8629.008023,4229.561882,1379.361984,3.17,0.223270087,0.84579064,2.254729236,1,3005388,9527079.96,790165.0305,0.082938847,98717.06004,0.032846694,0.961576181,0,0,0,0,0,0,0,0,0,0,0
8,2019,Winton Hills,31,19,10,12,124.14,248.19,6008,2268,3018,1748,402,3.17,0.547619048,0.548176713,2.65,1,558744,1771218.48,308251.98,0.174033855,37840,0.067723322,0.78993389,0,0,0,0,0,0,0,0,0,0,0
8,2020,Avondale,31,23,13,8,193.83,386.13,12719,5968,3390,1896,515,3.33,0.358746649,0.698973421,1.999154336,1,1182867,3938947.11,826704.33,0.20987952,31343,0.026497485,0.935350425,75645.18533,0.063950711,0,0,1680,0.001420278,0,0,0,0,0.063950711
8,2020,Bond Hill,31,23,13,8,193.83,386.13,7276,3243,1799,1169,149,3.33,0.134443417,0.864866589,2.200033454,1,676668,2253304.44,168352.68,0.074713686,17134,0.025321132,0.964901408,97702.1,0.144387055,0,0,3220,0.004758611,0,0,0,0,0.144387055
8,2020,California,31,23,13,8,193.83,386.13,930.8790896,329.3826458,241.5704125,113.1493599,52.40967283,3.33,0,0.971241403,2.8,0.13,86571.75533,288283.9453,0,0,279.7947653,0.003231941,0.974473344,0,0,0,0,0,0,0,0,0,0,0
8,2020,Camp Washington,31,23,13,8,193.83,386.13,1128,412,112,33,24,3.33,0.191747573,0.893005193,1.9,1,104904,349330.32,30504.27,0.087322137,741,0.007063601,0.987390931,6822.958333,0.065040021,0,0,0,0,0,0,0,0,0.065040021
8,2020,Carthage,31,23,13,8,193.83,386.13,3021,1040,911,537,286,3.33,0.225961538,0.806840928,2.9,1,280953,935573.49,90740.55,0.096989227,10699,0.038081103,0.941911258,8395.333333,0.029881629,0,0,0,0,0,0,0,0,0.029881629
8,2020,Clifton,31,23,13,8,193.83,386.13,8476,4118,1379,751,212,3.33,0.050995629,0.875841693,2.075568288,0.4,788268,2624932.44,81087.3,0.030891195,5007.6,0.006352662,0.91308555,23755.115,0.030135836,0,0,0,0,0,0,0,0,0.030135836
8,2020,College Hill,31,23,13,8,193.83,386.13,16199,7263,3660,2115,618,3.33,0.144292992,0.842489456,2.210749863,1,1506507,5016668.31,404664.24,0.080663942,35529,0.023583694,0.946737092,25117.25333,0.01667251,0,0,2248,0.001492194,0,0,0,0,0.01667251
8,2020,Columbia Tusculum,31,23,13,8,193.83,386.13,1533.955374,712.7721151,250.8824927,120.0414576,40.70609982,3.33,0.027389277,0.962334613,2.15,0.13,142657.8497,475050.6397,7538.150787,0.015868099,271.6633721,0.0019043,0.980107013,0,0,0,0,0,0,0,0,0,0,0
8,2020,Corryville,31,23,13,8,193.83,386.13,4310,1868,192,75,9,3.33,0.051391863,0.705229009,2.254939759,1,400830,1334763.9,37068.48,0.027771563,1092,0.002724347,0.735724919,4812.467333,0.012006255,0,0,0,0,0,0,0,0,0.012006255
8,2020,CUF,31,23,13,8,193.83,386.13,16792,5439,516,180,190,3.33,0.05846663,0.775875336,2.201993048,1,1561656,5200314.48,122789.34,0.023611907,4810,0.003080064,0.802567307,20253.41733,0.012969193,0,0,0,0,0,0,0,0,0.012969193
8,2020,Downtown,31,23,13,8,193.83,386.13,3914.909697,2723.126573,201.8201332,37.58771281,0,3.33,0.115489662,0.908709516,1.400396681,1,364086.6018,1212408.384,121435.1698,0.100160285,488.6402665,0.001342099,1.0102119,0,0,0,0,3590,0.009860291,0,0,0,0,0
8,2020,East End,31,23,13,8,193.83,386.13,1462,703,201,94,47,3.33,0.086770982,0.935705267,2.06,1,135966,452766.78,23553.93,0.052022213,1833,0.013481312,1.001208792,0,0,0,0,0,0,0,0,0,0,0
8,2020,East Price Hill,31,23,13,8,193.83,386.13,14788,6063,4110,2240,563,3.33,0.309252845,0.802082883,2.421629116,1,1375284,4579695.72,723993.75,0.158087741,36439,0.026495618,0.986666242,23792.275,0.0172999,0,0,0,0,0,0,0,0,0.0172999
8,2020,East Walnut Hills,31,23,13,8,193.83,386.13,3730.882391,2345.219794,238.0109254,95.55205656,27.90938303,3.33,0.042030472,0.949114357,1.57315749,1,346972.0623,1155416.968,38061.10211,0.032941443,1604.998715,0.004625729,0.986681528,11148.83333,0.03213179,0,0,0,0,0,0,0,0,0.03213179
8,2020,East Westwood,31,23,13,8,193.83,386.13,2594.407483,1110.703775,825.609913,480.56864,143.2812563,3.33,0.331502393,0.719523199,2.316640032,1,241279.8959,803462.0533,142173.4363,0.176951028,8110.048653,0.033612617,0.930086844,0,0,0,0,0,0,0,0,0,0,0
8,2020,English Woods,31,23,13,8,193.83,386.13,452.0534606,217.202864,136.4305489,76.47350835,21.49403341,3.33,0.252083333,0.721772965,2.03,1,42040.97184,139996.4362,21141.86159,0.151017141,1273.578043,0.030293735,0.903083841,0,0,0,0,0,0,0,0,0,0,0
8,2020,Evanston,31,23,13,8,193.83,386.13,8305.282307,3343.437259,1505.62945,782.1793541,288.1667115,3.33,0.14225908,0.880456912,2.1611644,0.36,772391.2545,2572062.878,183656.6759,0.071404427,5009.219587,0.00648534,0.958346679,64047.11667,0.082920562,0,0,0,0,0,0,0,0,0.082920562
8,2020,Hartwell,31,23,13,8,193.83,386.13,5213,2384,1046,412,203,3.33,0.117449664,0.913793044,2.12,1,484809,1614413.97,108116.4,0.06696944,7995,0.01649103,0.997253514,1838.166667,0.003791528,0,0,0,0,0,0,0,0,0.003791528
8,2020,Hyde Park,31,23,13,8,193.83,386.13,13423,6632,2497,1401,325,3.33,0.012665862,0.953415044,2.009787826,0.65,1248339,4156968.87,32434.92,0.007802541,14584.7,0.011683285,0.972900869,0,0,0,0,0,0,0,0,0,0,0
8,2020,Kennedy Heights,31,23,13,8,193.83,386.13,5020,2564,821,456,28,3.33,0.097113885,0.910703138,1.95,1,466860,1554643.8,96146.37,0.06184463,6292,0.013477274,0.986025041,23589.41667,0.050527817,0,0,1820,0.003898385,0,0,0,0,0.050527817
8,2020,Linwood,31,23,13,8,193.83,386.13,669.9474518,311.2997095,109.5716926,52.42751518,17.77818854,3.33,0.027389277,0.962334613,2.15,1,62305.11302,207476.0264,3292.250217,0.015868099,912.6741484,0.014648463,0.992851176,0,0,0,0,0,0,0,0,0,0,0
8,2020,Lower Price Hill,31,23,13,8,193.83,386.13,858.0199203,279.690239,281.9641434,89.44023904,42.44621514,3.33,0.482384824,0.59529547,2.3,1,79795.85259,265720.1891,52096.01349,0.19605591,1714.523904,0.021486379,0.812837759,825.6666667,0.010347238,0,0,0,0,0,0,0,0,0.010347238
8,2020,Madisonville,31,23,13,8,193.83,386.13,10708.11111,5353.468575,1880.752525,960.5347924,350.6116723,3.33,0.083063405,0.887632225,2.036783539,1,995854.3333,3316194.93,171703.257,0.051777191,17044.90404,0.017115861,0.956525276,73115.225,0.073419598,0,0,0,0,0,0,0,0,0.073419598
8,2020,Millvale,31,23,13,8,193.83,386.13,2172.59986,849.0014015,897.9677645,539.3833217,57.25297828,3.33,0.573203194,0.545278332,2.55,1,202051.787,672832.4506,187910.2863,0.279282437,7756.271899,0.038387544,0.862948313,21337.25,0.105602877,0,0,1000,0.004949226,0,0,0,0,0.105602877
8,2020,Mt. Adams,31,23,13,8,193.83,386.13,1617,975,115,69,28,3.33,0,0.968495181,1.66,0.13,150381,500768.73,0,0,163.93,0.001090098,0.969585279,0,0,0,0,0,0,0,0,0,0,0
8,2020,Mt. Airy,31,23,13,8,193.83,386.13,8806.992291,3766.476649,2421.760119,1321.154633,452.6658265,3.33,0.231938543,0.771281074,2.33455419,1,819050.283,2727437.442,337319.7332,0.123676433,23059.66597,0.028154152,0.923111658,2804.583333,0.003424189,0,0,5500,0.006715094,0,0,0,0,0.003424189
8,2020,Mt. Auburn,31,23,13,8,193.83,386.13,4632,2374,708,325,162,3.33,0.136478517,0.876137822,1.804115492,1,430776,1434484.08,125106.12,0.087213321,6331,0.014696733,0.978047876,2568.55,0.005962612,0,0,0,0,0,0,0,0,0.005962612
8,2020,Mt. Lookout,31,23,13,8,193.83,386.13,4936.097175,2131.928175,1133.545815,635.5310272,151.5157116,3.33,0.00888933,0.969493974,2.316645316,0.13,459057.0372,1528659.934,7317.708997,0.004787009,1330.108989,0.002897481,0.977178464,0,0,0,0,0,0,0,0,0,0,0
8,2020,Mt. Washington,31,23,13,8,193.83,386.13,12196.83526,5429.929707,3033.712291,1576.369099,438.2196687,3.33,0.151879582,0.908039547,2.222381882,0.45,1134305.679,3777237.912,318439.6553,0.084304898,11785.34429,0.010389919,1.002734364,1433.333333,0.001263622,0,0,1760,0.00155161,0,0,0,0,0.001263622
8,2020,North Avondale - Paddock Hills,31,23,13,8,193.83,386.13,4209.835302,1701.342946,614.3596247,356.2685893,47.92390549,3.33,0.193256155,0.872082623,2.078163362,1,391514.6831,1303743.895,126957.612,0.097379257,5254.502432,0.013420959,0.982882839,1101.333333,0.002813006,0,0,0,0,0,0,0,0,0.002813006
8,2020,North Fairmount,31,23,13,8,193.83,386.13,1545.946539,742.797136,466.5694511,261.5264916,73.50596659,3.33,0.252083333,0.721772965,2.03,1,143773.0282,478764.1838,72301.59841,0.151017141,4355.421957,0.030293735,0.903083841,988.2833333,0.006873913,0,0,0,0,0,0,0,0,0.006873913
8,2020,Northside,31,23,13,8,193.83,386.13,7789,3910,1374,665,222,3.33,0.135805627,0.900782894,1.987628735,1,724377,2412175.41,205035.03,0.08500005,11531,0.015918507,1.00170145,39923.025,0.055113601,0,0,0,0,0,0,0,0,0.055113601
8,2020,Oakley,31,23,13,8,193.83,386.13,11666.88889,6491.531425,1354.247475,449.4652076,337.3883277,3.33,0.035326436,0.95188309,1.773530829,1,1085020.667,3613118.82,88548.36301,0.024507459,10229.09596,0.009427559,0.985818109,1419,0.001307809,0,0,0,0,0,0,0,0,0.001307809
8,2020,Over-the-Rhine,31,23,13,8,193.83,386.13,5407,2800,872,458,96,3.33,0.251071429,0.865757332,1.735303846,0.65,502851,1674493.83,271449.39,0.162108325,4681.3,0.009309517,1.037175175,282725.0667,0.562244217,0,0,0,0,0,0,0,0,0.562244217
8,2020,Pendleton,31,23,13,8,193.83,386.13,980,476,218,92,44,3.33,0.149159664,0.880294889,2.06,1,91140,303496.2,27415.23,0.090331378,1768,0.019398727,0.990024994,100,0.001097213,0,0,0,0,0,0,0,0,0.001097213
8,2020,Pleasant Ridge,31,23,13,8,193.83,386.13,7044.73327,3555.784166,1513.62394,880.9359095,225.2940622,3.33,0.11101451,0.916917317,1.939781398,1,655160.1942,2181683.447,152422.361,0.069864563,14380.98963,0.021950341,1.008732221,1962.998333,0.002996211,0,0,0,0,0,0,0,0,0.002996211
8,2020,Queensgate,31,23,13,8,193.83,386.13,273.9800797,89.30976096,90.03585657,28.55976096,13.55378486,3.33,0.482384824,0.59529547,2.3,1,25480.14741,84848.89088,16635.12651,0.19605591,547.4760956,0.021486379,0.812837759,0,0,0,0,0,0,0,0,0,0,0
8,2020,Riverside,31,23,13,8,193.83,386.13,1794.736527,917.6646707,227.8023952,131.2814371,36.76047904,3.33,0.14330832,0.87063014,1.913544018,1,166910.497,555811.955,50779.56323,0.091361049,2184.54491,0.013088122,0.975079311,0,0,0,0,0,0,0,0,0,0,0
8,2020,Roselawn,31,23,13,8,193.83,386.13,8119,3692,1820,1000,359,3.33,0.263001083,0.731864272,2.113471876,1,755067,2514373.11,374932.23,0.14911559,17667,0.023397924,0.904377785,95720.79583,0.126771261,0,0,1360,0.001801165,0,0,0,0,0.126771261
8,2020,Sayler Park,31,23,13,8,193.83,386.13,2993,1193,668,393,164,3.33,0.158424141,0.874458463,2.510073309,1,278349,926902.17,72978.57,0.078733843,7241,0.026014105,0.97920641,4278.516667,0.015371051,0,0,0,0,0,0,0,0,0.015371051
8,2020,Sedamsville,31,23,13,8,193.83,386.13,568.2634731,262.3353293,101.1976048,60.71856287,20.23952096,3.33,0.207715134,0.865068649,2.07,1,52848.50299,175985.515,21040.61677,0.119558799,1052.45509,0.019914568,1.004542015,0,0,0,0,0,0,0,0,0,0,0
8,2020,South Cumminsville,31,23,13,8,193.83,386.13,711.4001402,277.9985985,294.0322355,176.6166783,18.74702172,3.33,0.573203194,0.545278332,2.55,1,66160.21303,220313.5094,61529.69374,0.279282437,2539.728101,0.038387544,0.862948313,17385,0.262771222,0,0,0,0,0,0,0,0,0.262771222
8,2020,South Fairmount,31,23,13,8,193.83,386.13,1843,853,423,199,54,3.33,0.296600234,0.745799126,1.94,1,171399,570758.67,97690.89,0.171159713,3289,0.019189143,0.936147982,652,0.00380399,0,0,0,0,0,0,0,0,0.00380399
8,2020,Spring Grove Village,31,23,13,8,193.83,386.13,2239,889,645,434,64,3.33,0.282339708,0.824591244,2.51,1,208227,693395.91,96918.63,0.13977387,6474,0.031091069,0.995456183,0,0,0,0,0,0,0,0,0,0,0
8,2020,Villages at Roll Hill,31,23,13,8,193.83,386.13,2382,844,1266,581,40,3.33,0.699052133,0.414767959,2.82,1,221526,737681.58,227816.7,0.308827963,8073,0.036442675,0.760038598,0,0,0,0,0,0,0,0,0,0,0
8,2020,Walnut Hills,31,23,13,8,193.83,386.13,6382,3777,808,386,125,3.33,0.36457506,0.800911924,1.688450063,0.69,593526,1976441.58,531701.01,0.26901934,4583.67,0.007722779,1.077654043,32687.88333,0.055074055,0,0,0,0,0,0,0,0,0.055074055
8,2020,West End,31,23,13,8,193.83,386.13,7714.090303,3427.873427,2694.179867,1503.412287,292,3.33,0.479453827,0.679860872,2.280349515,1,717410.3982,2388976.626,634607.3702,0.265639841,23340.35973,0.032534181,0.978034894,75862.04167,0.105744274,0,0,1000,0.001393902,0,0,0,0,0.105744274
8,2020,West Price Hill,31,23,13,8,193.83,386.13,17977.5585,7434.568795,5158.830696,2798.855275,984.6436493,3.33,0.241029518,0.843703751,2.41101074,1,1671912.941,5567470.093,691925.859,0.124280121,49185.48601,0.029418689,0.997402561,3461.65,0.002070473,0,0,0,0,0,0,0,0,0.002070473
8,2020,Westwood,31,23,13,8,193.83,386.13,32214.59252,14285.29622,8935.390087,4066.43136,1436.718744,3.33,0.197181703,0.852091822,2.25775622,1,2995957.104,9976537.157,1087650.614,0.109020855,71540.95135,0.023879164,0.984991842,18575.34617,0.006200138,0,0,0,0,0,0,0,0,0.006200138
8,2020,Winton Hills,31,23,13,8,193.83,386.13,6204,2646,2954,1360,331,3.33,0.555933485,0.611866919,2.34,1,576972,1921316.76,567997.23,0.295629144,21983,0.038100636,0.945596699,63156.05067,0.109461206,0,0,2580,0.004471621,0,0,0,0,0.109461206
8,2021,Avondale,31,22,13,9,224.44,442.4,13427,5961,3578,1817,782,3.67,0.336017447,0.678530718,2.129065235,1,1248711,4582769.37,886127.2,0.193360636,37165.7,0.029763252,0.901654606,12228.89533,0.009793215,3626.666667,0.002904328,2965.666666,0.002374982,0,0,0,0,0.012697543
8,2021,Bond Hill,31,22,13,9,224.44,442.4,7640,3312,1924,1160,158,3.67,0.125,0.873251239,2.280066908,1,710520,2607608.4,183153.6,0.070238154,18847.4,0.026526206,0.970015599,87374.616,0.122972775,2169.166667,0.003052928,5426.333333,0.00763713,0,0,0,0,0.126025703
8,2021,California,31,22,13,9,224.44,442.4,930.8790896,333.8947368,238.0995733,113.4964438,53.10384068,3.67,0,0.974532007,2.77,0.13,86571.75533,317718.3421,0,0,309.7099289,0.003577494,0.978109501,0,0,0,0,0,0,0,0,0,0,0
8,2021,Camp Washington,31,22,13,9,224.44,442.4,1190,461,124,39,34,3.67,0.21691974,0.894907014,1.87,1,110670,406158.9,44240,0.108922887,1043.9,0.009432547,1.013262448,975.175,0.008811557,834.8333333,0.007543447,605.3333333,0.005469715,0,0,0,0,0.016355004
8,2021,Carthage,31,22,13,9,224.44,442.4,2889,1107,899,566,206,3.67,0.274616079,0.817363415,2.6,1,268677,986044.59,134489.6,0.136393021,11039.6,0.041088742,0.994845178,4597.326333,0.017110978,0,0,0,0,0,0,0,0,0.017110978
8,2021,Clifton,31,22,13,9,224.44,442.4,8544,4182,1386,828,171,3.67,0.055475849,0.869871483,2.043306829,0.4,794592,2916152.64,102636.8,0.035195963,5714.28,0.007191464,0.91225891,2232.896333,0.002810117,320,4.03E-04,0,0,0,0,0,0,0.003212839
8,2021,College Hill,31,22,13,9,224.44,442.4,17085,7353,3947,2269,700,3.67,0.15871073,0.812452927,2.296748156,1,1588905,5831281.35,516280.8,0.088536424,42456.7,0.026720729,0.927710081,11624.82933,0.007316252,1827.5,0.001150163,3326.666667,0.002093685,0,0,0,0,0.008466415
8,2021,Columbia Tusculum,31,22,13,9,224.44,442.4,1546.001056,742.6786374,243.4058622,126.2719831,30.32189068,3.67,0.035234899,0.96879115,2.08,0.13,143778.0982,527665.6205,11576.81479,0.02193968,291.1080114,0.002024703,0.992755534,0,0,0,0,0,0,0,0,0,0,0
8,2021,Corryville,31,22,13,9,224.44,442.4,4438,1936,161,85,5,3.67,0.048553719,0.710637046,2.253644578,1,412734,1514733.78,41585.6,0.027454065,1287,0.003118231,0.741209342,10659.362,0.025826227,315.8333334,7.65E-04,0,0,0,0,0,0,0.02659145
8,2021,CUF,31,22,13,9,224.44,442.4,17351,5533,603,326,155,3.67,0.053677932,0.777781785,2.291218334,1,1613643,5922069.81,131392.8,0.022186972,6878.3,0.004262591,0.804231348,15553.29167,0.00963862,255.5,1.58E-04,0,0,0,0,0,0,0.009796957
8,2021,Downtown,31,22,13,9,224.44,442.4,4608.323464,3019.737232,182.9837158,34.24870466,0,3.67,0.108420912,0.920791648,1.445595022,1,428574.0822,1572866.882,144842.9389,0.092088492,489.7564767,0.001142758,1.014022898,1.67E-04,3.89E-10,0,0,4130.333333,0.009637385,0,0,0,0,3.89E-10
8,2021,East End,31,22,13,9,224.44,442.4,1497,707,222,117,41,3.67,0.111739745,0.96313056,2.09,1,139221,510941.07,34949.6,0.068402409,2259.4,0.016228874,1.047761843,0,0,0,0,0,0,0,0,0,0,0
8,2021,East Price Hill,31,22,13,9,224.44,442.4,15139,6027,4271,2175,643,3.67,0.296996848,0.752217016,2.480657857,1,1407927,5167092.09,791896,0.153257574,40297.4,0.028621796,0.934096387,15067.84242,0.010702147,2530.5,0.001797323,0,0,0,0,0,0,0.012499471
8,2021,East Walnut Hills,31,22,13,9,224.44,442.4,3830.861183,2460.753213,256.2429306,125.5520566,25.67737789,3.67,0.026929441,0.946580765,1.542606914,1,356270.09,1307511.23,29316.39229,0.022421522,2162.580913,0.00607006,0.975072348,2354.691667,0.006609288,86.66666668,2.43E-04,0,0,0,0,0,0,0.006852549
8,2021,East Westwood,31,22,13,9,224.44,442.4,2454.68656,1098.389607,811.9877463,519.3576096,102.613651,3.67,0.373575999,0.726996982,2.224302837,1,228285.8501,837809.0698,181530.8746,0.216673322,8894.189027,0.038960755,0.982631059,0,0,0,0,0,0,0,0,0,0,0
8,2021,English Woods,31,22,13,9,224.44,442.4,488.2539379,230.778043,135.073031,67.19713604,23.30405728,3.67,0.221568627,0.728074357,2.07,1,45407.61623,166645.9516,22621.31628,0.135744769,1294.167064,0.028501101,0.892320228,0,0,325.8333333,0.007175742,0,0,0,0,0,0,0.007175742
8,2021,Evanston,31,22,13,9,224.44,442.4,8672.297261,3470.777016,1628.718848,822.756491,335.9758535,3.67,0.14073521,0.866051248,2.181702458,0.36,806523.6453,2959941.778,216094.9392,0.073006483,5965.15411,0.00739613,0.946453861,10656.39858,0.013212754,480.8333333,5.96E-04,0,0,0,0,0,0,0.013808934
8,2021,Hartwell,31,22,13,9,224.44,442.4,5084,2421,960,407,270,3.67,0.090458488,0.922572537,2.03,1,472812,1735220.04,96885.6,0.055834763,9681.1,0.02047558,0.99888288,4887.021,0.010336076,145.8333333,3.08E-04,0,0,0,0,0,0,0.010644515
8,2021,Hyde Park,31,22,13,9,224.44,442.4,14090,6696,2678,1434,361,3.67,0.009109916,0.950683326,2.093173576,0.65,1310370,4809057.9,26986.4,0.005611577,16684.525,0.012732682,0.969027585,0,0,409.1666667,3.12E-04,0,0,0,0,0,0,3.12E-04
8,2021,Kennedy Heights,31,22,13,9,224.44,442.4,5042,2478,890,418,40,3.67,0.086763519,0.863439283,2.02,1,468906,1720885.02,95116,0.05527156,6549.4,0.013967405,0.932678248,6235.582583,0.013298151,1085,0.002313897,1562.666667,0.00333258,0,0,0,0,0.015612047
8,2021,Linwood,31,22,13,9,224.44,442.4,675.2083443,324.3612358,106.3063111,55.14866649,13.24293636,3.67,0.035234899,0.96879115,2.08,1,62794.37602,230455.36,5056.116821,0.02193968,977.9999208,0.015574642,1.006305472,0,0,0,0,0,0,0,0,0,0,0
8,2021,Lower Price Hill,31,22,13,9,224.44,442.4,857.2619522,274.3844622,282.7221116,110.6633466,18.94920319,3.67,0.497237569,0.566005899,2.41,1,79725.36155,292592.0769,60358.51793,0.206288969,1853.459462,0.023248053,0.795542922,0,0,0,0,0,0,0,0,0,0,0
8,2021,Madisonville,31,22,13,9,224.44,442.4,10328.1431,5116.823232,1645.746914,776.157688,339.3602694,3.67,0.089933637,0.863930384,2.048913084,1,960517.3081,3525098.521,203581.209,0.05775192,15951.90679,0.01660762,0.938289924,14490.27508,0.015085907,307.8333333,3.20E-04,0,0,0,0,0,0,0.015406394
8,2021,Millvale,31,22,13,9,224.44,442.4,2390.311843,890.4344779,964.2606868,522.8100911,59.51296426,3.67,0.611675127,0.483970406,2.67,1,222299.0014,815837.3351,240956.0897,0.295348202,8327.219692,0.037459546,0.816778154,10554.18333,0.047477421,0,0,1318,0.005928952,0,0,0,0,0.047477421
8,2021,Mt. Adams,31,22,13,9,224.44,442.4,1611,940,134,89,31,3.67,0,0.947803977,1.71,0.13,149823,549850.41,0,0,223.08,0.001488957,0.949292934,0,0,0,0,0,0,0,0,0,0,0
8,2021,Mt. Airy,31,22,13,9,224.44,442.4,8782.733284,3929.412157,2344.556412,1316.05278,373.766642,3.67,0.226574217,0.744310778,2.229856983,1,816794.1954,2997634.697,393870.2613,0.131393682,24164.41773,0.029584463,0.905288923,1584.783333,0.001940248,209.5,2.56E-04,3469,0.004247092,0,0,0,0,0.002196739
8,2021,Mt. Auburn,31,22,13,9,224.44,442.4,4811,2573,712,390,151,3.67,0.158958414,0.860787614,1.750066796,1,447423,1642042.41,180941.6,0.110193013,7736.3,0.017290796,0.988271423,5068.5335,0.011328281,1203.5,0.002689848,0,0,0,0,0,0,0.014018129
8,2021,Mt. Lookout,31,22,13,9,224.44,442.4,5051.790599,2169.960127,1191.287827,626.5793504,164.435173,3.67,0.011706647,0.969539695,2.336911529,0.13,469816.5257,1724226.649,11238.26839,0.00651786,1470.495999,0.003129937,0.979187492,0,0,0,0,0,0,0,0,0,0,0
8,2021,Mt. Washington,31,22,13,9,224.44,442.4,12483.0966,5465.23091,3053.730015,1620.465724,681.9047985,3.67,0.130170228,0.909940127,2.261685777,0.45,1160927.984,4260605.702,314727.9403,0.073869295,14815.75431,0.012761993,0.996571414,0,0,0,0,538.3333333,4.64E-04,0,0,0,0,0
8,2021,North Avondale - Paddock Hills,31,22,13,9,224.44,442.4,4352.841557,1743.469771,617.038221,334.6914524,117.3467686,3.67,0.155593612,0.880778935,2.099291785,1,404814.2648,1485668.352,120011.0685,0.080779178,6464.14656,0.015968179,0.977526292,961.85,0.002376028,787,0.001944101,0,0,0,0,0,0,0.004320129
8,2021,North Fairmount,31,22,13,9,224.44,442.4,1669.746062,789.221957,461.926969,229.802864,79.69594272,3.67,0.221568627,0.728074357,2.07,1,155286.3838,569901.0284,77361.08372,0.135744769,4425.832936,0.028501101,0.892320228,5142.041667,0.033113281,126.25,8.13E-04,1236,0.007959487,0,0,0,0,0.033926295
8,2021,Northside,31,22,13,9,224.44,442.4,7965,4049,1390,654,270,3.67,0.097061003,0.896129559,1.963954228,1,740745,2718534.15,173863.2,0.06395476,13213.2,0.017837717,0.977922037,33918.54167,0.045789768,1470,0.001984489,0,0,0,0,0,0,0.047774257
8,2021,Oakley,31,22,13,9,224.44,442.4,11310.8569,6355.176768,1271.253086,532.842312,163.6397306,3.67,0.033488522,0.946221026,1.75428702,1,1051909.692,3860508.569,94153.99102,0.024389012,9959.69321,0.009468202,0.98007824,0,0,0,0,0,0,0,0,0,0,0
8,2021,Over-the-Rhine,31,22,13,9,224.44,442.4,5712,2976,893,456,143,3.67,0.228158602,0.865310959,1.766196154,0.65,531216,1949562.72,300389.6,0.154080501,5567.705,0.010481057,1.029872516,128730.7583,0.242332231,491.6666667,9.26E-04,0,0,0,0,0,0,0.24325778
8,2021,Pendleton,31,22,13,9,224.44,442.4,1018,509,223,116,30,3.67,0.106090373,0.892919279,2,1,94674,347453.58,23889.6,0.068756235,2087.8,0.022052517,0.983728031,187.5,0.00198048,0,0,0,0,0,0,0,0,0.00198048
8,2021,Pleasant Ridge,31,22,13,9,224.44,442.4,7326.252592,3596.025448,1421.01131,749.3854854,189.8831291,3.67,0.111246761,0.906729328,2.000969089,1,681341.491,2500523.272,176980.4313,0.070777358,13431.54119,0.019713376,0.997220063,1796.95,0.002637371,0,0,0,0,0,0,0,0,0.002637371
8,2021,Queensgate,31,22,13,9,224.44,442.4,273.7380478,87.61553785,90.27788845,35.33665339,6.050796813,3.67,0.497237569,0.566005899,2.41,1,25457.63845,93429.5331,19273.48207,0.206288969,591.8405378,0.023248053,0.795542922,12970.83333,0.509506542,120,0.004713713,0,0,0,0,0,0,0.514220255
8,2021,Riverside,31,22,13,9,224.44,442.4,1612.790419,737.7125749,260.4850299,139.6047904,32.31736527,3.67,0.210060228,0.823390031,2.149051919,1,149989.509,550461.498,68556.10539,0.124542962,2458.486826,0.016391059,0.964324052,0,0,0,0,0,0,0,0,0,0,0
8,2021,Roselawn,31,22,13,9,224.44,442.4,7056,3035,1647,887,249,3.67,0.228336079,0.749102912,2.200778812,1,656208,2408283.36,306583.2,0.127303624,16244.8,0.024755565,0.901162102,18607.43867,0.028356007,0,0,2169,0.003305354,0,0,0,0,0.028356007
